Iteration,D2,L,t2,n,SF Pullthrough,SF Flangefailure
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,4,1.491830602027104,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.001,6,6.139356180895812,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,4,2.957560167422467,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.002,6,12.204051621481561,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,4,4.397867750601794,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.003,6,18.195440015059688,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,4,5.813409053118603,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.004,6,24.114842525975803,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,4,7.204817418995744,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.005,6,29.96354876086371,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,4,8.57270477958028,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.006,6,35.742817705297846,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,4,9.917662550883188,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.007,6,41.45387862728207,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,4,11.240262486168463,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.008,6,47.09793194893676,0.1
0.001,0.01,0.009000000000000001,4,12.541057486373743,0.1
0.001,0.01,0.009000000000000001,4,12.541057486373743,0.1
0.001,0.01,0.009000000000000001,4,12.541057486373743,0.1
0.001,0.01,0.009000000000000001,4,12.541057486373743,0.1
0.001,0.01,0.009000000000000001,4,12.541057486373743,0.1
0.001,0.01,0.009000000000000001,4,12.541057486373743,0.1
0.001,0.01,0.009000000000000001,4,12.541057486373743,0.1
